Display,Location
"2500 Sand Hill Road, Sharon Heights, Menlo Park",[-122.20500733   37.42360383]
"700 Westridge Drive, Central Portola Valley, Portola Valley",[-122.21623822   37.37692556]
"1000 Wildwood Avenue, Westlake, Daly City",[-122.48824113   37.69091674]
"0 Reiner Street, Daly City",[-122.46566652   37.68770384]
"800 Campus Drive, Serramonte, Daly City",[-122.47862652   37.669026  ]
"200 Morton Drive, Serramonte, Daly City",[-122.4707228    37.65755445]
"Junipero Serra Boulevard, Serra Highlands, South San Francisco",[-122.45558067   37.66267343]
"600 San Bruno Avenue East, San Bruno",[-122.40644822   37.62803319]
"1200 Helen Drive, Millbrae",[-122.418731     37.60123815]
"Ed Taylor Trail, Burlingame Hills, Burlingame",[-122.38767713   37.57945773]
"600 North Delaware Street, Central San Mateo, San Mateo",[-122.33179494   37.58137544]
"1700 Coyote Point Drive, Shoreview, San Mateo",[-122.2939335    37.57257337]
"500 Carmel Circle, Baywood - Aragon, San Mateo",[-122.32638508   37.56242954]
"1600 Parrott Drive, South San Mateo, San Mateo",[-122.33877953   37.52845981]
"1700 Yorktown Road, San Mateo",[-122.34531924   37.52300162]
"400 31st Avenue, Beresford Park, San Mateo",[-122.31206081   37.53281224]
"200 West 25th Avenue, South San Mateo, San Mateo",[-122.31371425   37.54419231]
"100 Yawl Court, Foster City",[-122.259472     37.55183467]
"100 Sea Cloud Drive, Foster City",[-122.26287984   37.54146531]
"3000 Los Prados Street, East San Mateo, San Mateo",[-122.28414563   37.54571985]
"2400 Casa Bona Avenue, Belmont",[-122.31130976   37.51692207]
"1100 Saint Francis Street, Palm Park, Redwood City",[-122.23450846   37.46768514]
"100 Queens Court, San Carlos",[-122.28318286   37.49746498]
"600 Sylvan Way, Emerald Hills",[-122.26905459   37.46324553]
"100 Nevada Street, Mount Carmel, Redwood City",[-122.24861877   37.4802314 ]
"100 Fulton Street, Mount Carmel, Redwood City",[-122.24217211   37.48451822]
"500 Summit Spring Road, Woodside",[-122.27800267   37.40873277]
"Pomponio Truck Trail, Pescadero",[-122.29493137   37.32695537]
"300 26th Avenue, Central Richmond, San Francisco",[-122.48878554   37.78256192]
"100 Deep Springs Court, Lincoln",[-121.26564179   38.85684566]
"2700 Penny Lane, Lincoln",[-121.2609015    38.87518171]
"2300 Fiddyment Road, Lincoln",[-121.31589457   38.85933353]
"800 Balboa Street, Richmond District, San Francisco",[-122.46849215   37.77737638]
"Vrona Avenue, Quincy",[-120.94286055   39.93587387]
"1800 32nd Avenue, Sunset District, San Francisco",[-122.491327    37.7532112]
"0 Lopez Avenue, West of Twin Peaks, San Francisco",[-122.466901     37.74833179]
"0 Rockaway Avenue, West of Twin Peaks, San Francisco",[-122.45677955   37.74349182]
"0 Majestic Avenue, Ingleside, San Francisco",[-122.45336069   37.71921615]
"200 Byxbee Street, Oceanview, San Francisco",[-122.46850729   37.71921486]
"100 Farallones Street, Oceanview, San Francisco",[-122.45672795   37.71513241]
"1800 25th Avenue, Sunset District, San Francisco",[-122.48215423   37.75269577]
"7100 Geary Boulevard, Richmond District, San Francisco",[-122.49662347   37.77703207]
"7700 Geary Boulevard, Richmond District, San Francisco",[-122.50467267   37.77955183]
"500 John Muir Drive, Lakeshore, San Francisco",[-122.49176833   37.7250473 ]
"1600 McKinnon Avenue, Bayview, San Francisco",[-122.39087124   37.73691482]
"1100 Carolina Street, Potrero Hill, San Francisco",[-122.39881238   37.7538865 ]
"Unnamed Road, San Francisco",[-123.00684755   37.69848136]
"1500 Mansell Street, Visitacion Valley, San Francisco",[-122.4184939    37.71730817]
"Miners Levee, Civic Center, Stockton",[-121.29893748   37.95246381]
"900 South Van Buren Street, Seaport, Stockton",[-121.29013005   37.94398419]
"1000 South Fresno Avenue, Seaport, Stockton",[-121.31904979   37.93980476]
"2200 Christina Avenue, Stockton",[-121.32751627   37.97819655]
"4000 North El Dorado Street, Pacific, Stockton",[-121.29961817   37.98556417]
"2800 Lewis Street, August, Stockton",[-121.25688247   37.97583867]
"1800 California Street, Seaport, Stockton",[-121.27938576   37.9261741 ]
"3000 Dorchester Court, Lakeview, Stockton",[-121.356474     38.02359279]
"200 Mc Kelvey Avenue, Bear Creek, Stockton",[-121.3173271   38.0239143]
"200 Coventry Drive, Pacific, Stockton",[-121.30174993   37.99653413]
"800 Dupont Drive, Valley Oak, Stockton",[-121.301486     38.02534444]
"7300 North West Lane, Valley Oak, Stockton",[-121.29490665   38.00664212]
"10700 East Fairchild Road, Stockton",[-121.17820945   38.02110861]
"500 West Lucas Road, Lodi",[-121.31596506   38.168383  ]
"2000 West Vine Street, Lodi",[-121.2979868   38.1229468]
"West Century Boulevard, Lodi",[-121.29878792   38.10727283]
"11700 California 4, Stockton",[-121.46700874   37.9116018 ]
"13100 California 88, Lockeford",[-121.14678398   38.16492021]
"16500 Liberty Road, Galt",[-121.10693756   38.24452794]
"22400 Copperopolis Road, Linden",[-121.0511107    38.03822005]
"3800 Mission Drive, Santa Cruz",[-121.97858993   36.99728307]
"500 30th Avenue, Opal Cliffs, Santa Cruz",[-121.97027977   36.96437635]
"7200 Glen Haven Road, Soquel",[-121.91870301   37.02629725]
"7300 Viewpoint Road, Aptos",[-121.93061837   36.98658033]
"2100 Wallace Avenue, Aptos",[-121.876156     36.98002844]
"Harkins Slough Lane, Watsonville",[-121.8107675   36.903044 ]
"4600 Y Street, Southeastern Sacramento, Sacramento",[-121.44290885   38.5522256 ]
"1300 Sonnys Way, Hollister",[-121.36441018   36.80599575]
"6500 Holiday Way, Larchmont Village, North Highlands",[-121.3767516    38.68709205]
"1300 Travers Lane, Corralitos",[-121.80588277   37.01087138]
"Uptown Alley, Central Sacramento, Sacramento",[-121.47655323   38.562228  ]
"2200 Sierra Boulevard, Walnut View Estates, Sacramento",[-121.41023046   38.57758838]
"2400 Larkspur Lane, Sacramento",[-121.40671611   38.58518422]
"4600 Ashton Drive, Wilhaggin East, Sacramento",[-121.35897926   38.58137863]
"1200 Los Rios Drive, Del Dayo Riviera, Carmichael",[-121.34171569   38.58619931]
"3100 Pope Avenue, Sacramento",[-121.390749     38.62541273]
"2900 Glacier Street, Bohemian Village, Sacramento",[-121.40837229   38.62013029]
"200 Majestic Lane, North Sacramento, Sacramento",[-121.41982164   38.64270709]
"1100 Arcade Boulevard, North Sacramento, Sacramento",[-121.44245673   38.62307264]
"2700 Norwood Avenue, North Sacramento, Sacramento",[-121.45553233   38.61644646]
"800 Flin Way, Sunnyvale",[-122.01736973   37.34439714]
"1500 Dominion Avenue, Sunnyvale",[-122.05831833   37.34307287]
"1100 Hollenbeck Avenue, Sunnyvale West, Sunnyvale",[-122.0415868    37.35553527]
"800 Hanover Avenue, Sunnyvale West, Sunnyvale",[-122.04131733   37.364942  ]
"4500 Don Julio Boulevard, Sacramento",[-121.35955338   38.68706885]
"1000 Hedera Court, Ponderosa Park, Sunnyvale",[-122.002588     37.36129709]
"300 South Sunnyvale Avenue, Heritage District, Sunnyvale",[-122.03083792   37.37289823]
"1100 East Arques Avenue, Sunnyvale",[-122.00636168   37.38053706]
"500 Sullivan Drive, Mountain View",[-122.061214     37.37945427]
"500 Logue Avenue, Mountain View",[-122.05691342   37.39898246]
"500 Castro Street, Old Mountain View, Mountain View",[-122.07977253   37.3898666 ]
"2700 San Luis Court, Southwestern Sacramento, Sacramento",[-121.50974543   38.555384  ]
"100 Pinedale Avenue, North Sacramento, Sacramento",[-121.44619415   38.66086862]
"6500 Marysville Boulevard, Rio Linda",[-121.46084015   38.68233555]
"500 Chesley Avenue, Waverly Park, Mountain View",[-122.07208268   37.36961564]
"300 Cleveland Avenue, North Sacramento, Sacramento",[-121.47374512   38.62972806]
"4100 Garden Highway, Sacramento",[-121.55306669   38.64487472]
"Bryte Bend Road, Sacramento",[-121.5424231    38.62171894]
"1500 North Market Boulevard, North Sacramento, Sacramento",[-121.49257397   38.64411597]
"5200 East Commerce Way, North Sacramento, Sacramento",[-121.52663294   38.67346679]
"5500 Jerry Litell Way, North Sacramento, Sacramento",[-121.5030913   38.6762831]
"4600 Garden Highway, North Natomas, Sacramento",[-121.57181384   38.66044392]
"2500 7th Avenue, Southeastern Sacramento, Sacramento",[-121.482953     38.54822655]
"1000 Barbara Avenue, Blossom Valley, Mountain View",[-122.09450117   37.38397254]
"600 Campbell Avenue, Los Altos",[-122.10099908   37.37168353]
"300 South San Antonio Road, North Los Altos, Los Altos",[-122.11592258   37.37528987]
"200 Vernal Court, North Los Altos, Los Altos",[-122.12145134   37.39265976]
"100 Primrose Way, Duveneck - St. Francis, Palo Alto",[-122.13349295   37.44663667]
"0 Ryan Court, Stanford",[-122.15809075   37.42251662]
"1400 Club View Terrace, Country Club, Los Altos",[-122.09853717   37.35385625]
"5900 Marlin Circle, Western Hills, Carmichael",[-121.31730557   38.67305438]
"3400 55th Street, Southeastern Sacramento, Sacramento",[-121.435162     38.54303929]
"2500 Ocala Avenue, East San Jose, San Jose",[-121.81502093   37.34347007]
"3000 Angus Way, Antelope",[-121.39387732   38.71412668]
"8300 Lonely Hill Way, California Homestead, Antelope",[-121.37676061   38.72092917]
"7800 Titan Drive, Antelope",[-121.35586488   38.71219812]
"5400 Engle Road, Carmichael",[-121.33771677   38.63145462]
"2000 Ansley Court, Shelfield Estates, Carmichael",[-121.33611662   38.601344  ]
"4300 Hussey Drive, Carmichael",[-121.30274575   38.64297683]
"8300 Ascolano Avenue, Rolling Hills Estates, Fair Oaks",[-121.25911742   38.65940967]
"7100 Dolan Way, Peterson, Citrus Heights",[-121.30236661   38.69848944]
"5700 Greenback Lane, Sacramento",[-121.32663744   38.68174333]
"5400 Hackberry Lane, Sacramento",[-121.33256093   38.6663235 ]
"8600 Glenroy Way, Southeastern Sacramento, Sacramento",[-121.39515608   38.56030617]
"900 North 9th Street, Central San Jose, San Jose",[-121.89207853   37.35918947]
"12900 Tripoli Court, Los Altos Hills",[-122.1295966    37.35356171]
"6700 Heathfield Drive, South San Jose, San Jose",[-121.8550198   37.2211894]
"1400 Calle Alegre, South San Jose, San Jose",[-121.89122341   37.22828691]
"1200 Ashcroft Lane, Cambrian, San Jose",[-121.88444073   37.24417741]
"400 Piercy Road, Edenvale, San Jose",[-121.76795053   37.25524618]
"4900 Minas Drive, South San Jose, San Jose",[-121.86880039   37.26051617]
"Guadalupe River Trail, Edenvale, San Jose",[-121.85893381   37.25295   ]
"500 Cozy Drive, South San Jose, San Jose",[-121.8245145    37.23031543]
"6100 Encinal Drive, Edenvale, San Jose",[-121.794289     37.23311724]
"300 37th Street, East Sacramento, Sacramento",[-121.4549331    38.57927425]
"Carriage Path, Central Sacramento, Sacramento",[-121.48787818   38.57220264]
"1300 37th Street, East Sacramento, Sacramento",[-121.45954908   38.56820723]
"7600 18th Avenue, Southeastern Sacramento, Sacramento",[-121.43267957   38.53580548]
"5600 Cazadero Way, Southwestern Sacramento, Sacramento",[-121.48987008   38.52413292]
"4200 Arlington Avenue, Southeastern Sacramento, Sacramento",[-121.4785037   38.5336188]
"100 North Jackson Avenue, East San Jose, San Jose",[-121.8467405    37.36191992]
"800 Point Creek Drive, Alum Rock, San Jose",[-121.84983841   37.38372365]
"3600 Madeline Drive, Alum Rock, San Jose",[-121.82837924   37.37410632]
"10300 Chrisland Avenue, Alum Rock, San Jose",[-121.81490745   37.36471028]
"4100 Golf Drive, Alum Rock, San Jose",[-121.81953139   37.38269167]
"3000 Berryessa Road, Alum Rock, San Jose",[-121.8548303   37.3889928]
"2200 Charger Drive, North San Jose, San Jose",[-121.87199586   37.38651871]
"800 Jury Court, North San Jose, San Jose",[-121.89234621   37.37634168]
"2000 Commodore Drive, East San Jose, San Jose",[-121.86853525   37.3726857 ]
"2200 Shade Tree Lane, North San Jose, San Jose",[-121.88269924   37.39936988]
"600 Shetland Court, Milpitas",[-121.8981748    37.44112953]
"2100 Glenview Drive, Milpitas",[-121.87040378   37.42563294]
"9200 Dove Court, Gilroy",[-121.62918417   37.03026924]
"1600 Exposition Boulevard, North Sacramento, Sacramento",[-121.42929184   38.58724469]
"2100 Surrey Road, North Sacramento, Sacramento",[-121.42752343   38.603644  ]
"1200 58th Avenue, Southwestern Sacramento, Sacramento",[-121.51249315   38.50105404]
"6900 Westmoreland Way, Pocket, Sacramento",[-121.52487112   38.5092624 ]
"7400 Center Parkway, Parkway Estates, Sacramento",[-121.448396     38.48646282]
"White Poplar Way, Central Sacramento, Sacramento",[-121.42050271   38.56179579]
"Spring Street, Central San Jose, San Jose",[-121.90667856   37.3404527 ]
"100 East San Fernando Street, Central San Jose, San Jose",[-121.88375667   37.33503242]
"700 East Saint James Street, Central San Jose, San Jose",[-121.87864207   37.34762579]
"0 South 21st Street, Central San Jose, San Jose",[-121.86622145   37.34567127]
"500 Margaret Street, Central San Jose, San Jose",[-121.87579575   37.330111  ]
"400 Vista Ridge Drive, Milpitas",[-121.84723513   37.4309288 ]
"Agua Caliente Trail, Milpitas",[-121.86594137   37.45862223]
"2200 Royal Drive, Santa Clara",[-121.96456867   37.3595505 ]
"3400 Flora Vista Avenue, Santa Clara",[-121.99132976   37.36098294]
"900 Pepper Tree Lane, Santa Clara",[-121.98602282   37.34221736]
"1200 Washington Street, Santa Clara",[-121.9464625   37.35102  ]
"200 Westridge Drive, Central San Jose, Santa Clara",[-121.95629408   37.33032442]
"2600 Estella Drive, Santa Clara",[-121.97197138   37.33103125]
"1200 Collins Lane, West San Jose, San Jose",[-121.99187075   37.30176361]
"4900 Moorpark Avenue, Strawberry Park, San Jose",[-121.9861785    37.31389429]
"3700 Rhoda Drive, West San Jose, San Jose",[-121.97476406   37.30359775]
"300 Mac Arthur Avenue, Central San Jose, San Jose",[-121.93115337   37.32198329]
"1800 Fruitdale Avenue, Central San Jose, San Jose",[-121.925143     37.31295274]
"1700 Blackford Lane, Willow Glen, San Jose",[-121.92065446   37.29856929]
"1800 Hurst Avenue, Willow Glen, San Jose",[-121.91577004   37.28987896]
"100 North Midway Street, Pruneyard / Dry Creek, Campbell",[-121.92698245   37.28695973]
"2200 Curtner Avenue, Campbell",[-121.93861843   37.27119967]
"4200 Leigh Avenue, Cambrian, San Jose",[-121.92318552   37.25619085]
"3800 Willowood Drive, South San Jose, San Jose",[-121.89850441   37.26375047]
"0 Almaden Plaza Way, South San Jose, San Jose",[-121.885597     37.25122529]
"1300 Bryan Avenue, South San Jose, San Jose",[-121.88451174   37.26819232]
"800 Monica Lane, Campbell",[-121.94570311   37.30246861]
"0 North 1st Street, Downtown, Campbell",[-121.94943596   37.27532585]
"1200 Latimer Avenue, Campbell",[-121.97069832   37.28954495]
"600 Laura Drive, San Tomas, Campbell",[-121.96320163   37.27610316]
"16300 Los Gatos Almaden Road, Los Gatos",[-121.95458879   37.24192568]
"16700 Madrone Avenue, Los Gatos",[-121.98847315   37.21885761]
"100 Arroyo Grande Way, Los Gatos",[-121.96742018   37.24833474]
"14400 Chester Avenue, Saratoga",[-122.00559283   37.25950625]
"19500 Dorchester Drive, Golden Triangle, Saratoga",[-122.01739483   37.28862167]
"3300 Brodie Drive, South San Jose, San Jose",[-121.82173567   37.29050528]
"2500 Loomis Drive, South San Jose, San Jose",[-121.833551     37.31145825]
"700 Overland Way, South San Jose, San Jose",[-121.83728441   37.30207882]
"4400 Bella Madeira Lane, Alum Rock, San Jose",[-121.76969911   37.35315095]
"3500 Slopeview Drive, East San Jose, San Jose",[-121.77426062   37.33204281]
"4200 Chaboya Hills Court, Evergreen, San Jose",[-121.7639821   37.3264312]
"700 Girard Street, Visitacion Valley, San Francisco",[-122.40224936   37.72150282]
"5300 Canyon Hills Lane, East San Jose, San Jose",[-121.77222612   37.2821411 ]
"1800 Loch Ness Way, Evergreen, San Jose",[-121.80468236   37.30691114]
"21800 Vía Regina, Saratoga",[-122.05820251   37.27207465]
"21700 Rainbow Drive, Cupertino",[-122.06385252   37.29799206]
"7100 Rainbow Drive, West San Jose, San Jose",[-122.0293881    37.30276415]
"1500 June Avenue, Alum Rock, San Jose",[-121.84009287   37.33302281]
"400 Delta Street, Visitacion Valley, San Francisco",[-122.41239158   37.71313992]
"200 Parmer Avenue, Alum Rock, San Jose",[-121.85312121   37.34496084]
"2500 Troy Road, Emigrant Gap",[-120.37446789   39.23525104]
"12000 West Ripon Road, Ripon",[-121.15616748   37.72704403]
"Liccicitos Road, Moss Beach",[-122.49431376   37.54179371]
"7700 Guenivere Way, Larchmont Northridge, Citrus Heights",[-121.27751342   38.67198958]
"7600 Colony Way, Citrus Heights",[-121.2839466   38.7163294]
"6400 Gingham Court, Summerhill, Orangevale",[-121.2553214    38.68696453]
"8600 Indian Hill Court, Orangevale",[-121.23593641   38.70037624]
"7600 Granite Avenue, Orangevale",[-121.205078     38.70325386]
"300 Flower Drive, Willow Creek Estates, Folsom",[-121.15190514   38.68133445]
"200 Mormon Street, Folsom",[-121.17459923   38.67531727]
"Folsom Parkway Rail Trail, Folsom",[-121.18231174   38.65165678]
"1100 Souza Way, The Parkway, Folsom",[-121.12491457   38.67704086]
"6200 Frazier Lake Road, Gilroy",[-121.51629244   37.00968934]
"300 Ioof Avenue, Gilroy",[-121.57133219   37.01559431]
"400 Upper Park Road, Santa Cruz",[-121.99663488   36.99808705]
"700 Meder Street, Santa Cruz",[-122.06456181   36.97416881]
"700 Broadway, Seabright, Santa Cruz",[-122.0160498   36.97418  ]
"100 Jenne Street, Santa Cruz",[-122.02704062   36.96684758]
"500 Vivienne Drive, Watsonville",[-121.74212089   36.9217605 ]
"700 West Beach Street, Watsonville",[-121.77040919   36.90619606]
"300 Fayette Way, Willow Creek Estates South, Folsom",[-121.12038541   38.66796766]
"11600 Melones Circle, Gold River",[-121.24770924   38.6300694 ]
"11800 Cobble Brook Drive, Anatolia Village, Rancho Cordova",[-121.23627615   38.55205154]
"8200 Chester Drive, Sacramento",[-121.29716055   38.47092133]
"7800 Tigerwoods Drive, Wildhawk, Sacramento",[-121.31677637   38.46819881]
"1700 Freedom Boulevard, Freedom",[-121.76957214   36.93110471]
"300 Buena Vista Drive, Watsonville",[-121.79238306   36.93809609]
"600 Big Creek Road, Davenport",[-122.16047553   37.08744636]
"600 Crest Drive, Ben Lomond",[-122.08721349   37.07862506]
"100 Monte Verde Drive, Vacaville",[-122.00124636   38.35243989]
